date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:17:14	393871/393871	--FM--	200	added ('OK')	text/html		file:///D:/My%20Web%20Sites/mxn.codesmart/mxn.codesmart.com/index.html	D:/My%20Web%20Sites/mx.codesmart/file/D_/My%20Web%20Sites/mxn.codesmart/mxn.codesmart.com/index.html	(from )
09:17:14	5842/5842	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Sep%202022%2014:17:13%20GMT	https://gmpg.org/xfn/11	D:/My%20Web%20Sites/mx.codesmart/gmpg.org/xfn/11.html	(from )
09:17:16	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Mon,%2005%20Sep%202022%2014:17:14%20GMT	https://mxn.codesforever.com/xmlrpc.php	D:/My%20Web%20Sites/mx.codesmart/mxn.codesforever.com/xmlrpc.1.delayed	(from )
09:17:16	88932/88932	---M-Z	200	added ('OK')	text/css	etag:%2215b64-62ce1281-c0405f0da305d5ae;gz%22	https://mxn.codesforever.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.2	D:/My%20Web%20Sites/mx.codesmart/mxn.codesforever.com/wp-includes/css/dist/block-library/style.min5b21.css	(from )
09:17:16	10435/10435	---M-Z	200	added ('OK')	text/css	etag:%2228c3-630c9abc-1967be620b4eafe6;gz%22	https://mxn.codesforever.com/wp-content/plugins/woo-gutenberg-products-block/build/wc-blocks-vendors-style.css?ver=8.3.1	D:/My%20Web%20Sites/mx.codesmart/mxn.codesforever.com/wp-content/plugins/woo-gutenberg-products-block/build/wc-blocks-vendors-styleed84.css	(from )
09:17:17	210949/210949	---M-Z	200	added ('OK')	text/css	etag:%2233805-630c9abc-fa8ed93c7e1c4b25;gz%22	https://mxn.codesforever.com/wp-content/plugins/woo-gutenberg-products-block/build/wc-blocks-style.css?ver=8.3.1	D:/My%20Web%20Sites/mx.codesmart/mxn.codesforever.com/wp-content/plugins/woo-gutenberg-products-block/build/wc-blocks-styleed84.css	(from )
09:17:17	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2005%20Sep%202022%2014:17:15%20GMT	http://www.googletagmanager.com/	D:/My%20Web%20Sites/mx.codesmart/www.googletagmanager.com/index.html	(from )
09:17:18	105345/105345	---M-Z	200	added ('OK')	text/css	etag:%2219b81-62975d75-6be03748d277eb4f;gz%22	https://mxn.codesforever.com/wp-includes/css/dist/components/style.min.css?ver=6.0.2	D:/My%20Web%20Sites/mx.codesmart/mxn.codesforever.com/wp-includes/css/dist/components/style.min5b21.css	(from )
09:17:18	1611/1611	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Sep%202022%2014:17:15%20GMT	http://fonts.googleapis.com/	D:/My%20Web%20Sites/mx.codesmart/fonts.googleapis.com/index.html	(from )
09:17:18	87035/87035	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Sep%202022%2014:17:16%20GMT	http://s.w.org/	D:/My%20Web%20Sites/mx.codesmart/s.w.org/index.html	(from )
09:17:18	255/255	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2005%20Sep%202022%2014:17:16%20GMT	http://use.fontawesome.com/	D:/My%20Web%20Sites/mx.codesmart/use.fontawesome.com/index.html	(from )
09:17:19	122045/122045	---M-Z	200	added ('OK')	text/css	etag:%221dcbd-630ea96c-7fb50632832980ee;gz%22	https://mxn.codesforever.com/wp-includes/css/dist/block-editor/style.min.css?ver=6.0.2	D:/My%20Web%20Sites/mx.codesmart/mxn.codesforever.com/wp-includes/css/dist/block-editor/style.min5b21.css	(from )
09:17:19	2786/2786	---M-Z	200	added ('OK')	text/css	etag:%22ae2-62975d75-332ad640ed2deddf;gz%22	https://mxn.codesforever.com/wp-includes/css/dist/nux/style.min.css?ver=6.0.2	D:/My%20Web%20Sites/mx.codesmart/mxn.codesforever.com/wp-includes/css/dist/nux/style.min5b21.css	(from )
